수집일자,구분,본부명,지사명,저수율(%),변화율(%),평년대비(%),관심(개소),주의(개소),경계(개소),심각(개소),총개소,평년저수량(톤),현재저수량(톤),부족저수량(톤),총유역면적(m²),필요강수량(mm),3일예상강수량(mm),예상보충수량(톤),예상저수량(3일후)(톤),예상저수율(3일후)(%),예상평년대비(3일후)(%),해갈상태,예상강수량(1주)(mm),예상보충수량(1주)(톤),예상저수량(1주후)(톤),예상저수율(1주후)(%),예상평년대비(1주후)(%),해갈상태(1주)
2026-08-06,지사,충남,논산,53.8,-2.9,82.5,10,0,0,0,10,24931768,20568708,4363060,47789750,152,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-06,지사,충남,세종.대전.금산,67.5,-1.2,90.9,12,0,0,0,12,11289431,10262093,1027338,19003875,90,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-06,지사,충남,부여,68.1,-1.6,93.1,10,0,0,0,10,11884584,11064547,820037,20309375,67,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-06,지사,충남,서천,55.4,-2,86.7,8,0,0,0,8,19845852,17206354,2639498,38823000,113,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-06,지사,충남,청양,75.4,-1.6,108,17,0,0,1,18,17204255,18580596,0,30803375,0,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-06,지사,충남,홍성,61.8,-2.2,86.7,9,1,0,0,10,7660563,6641708,1018855,13433875,126,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-06,지사,충남,예산,53.4,-3.1,93.2,13,0,0,0,13,60519561,56404231,4115330,132032375,52,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-06,지사,충남,당진,56.3,-1.9,70,6,1,1,0,8,4390194,3073135,1317059,6823125,322,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-06,본부,전북,-,44,-1.3,68,132,35,21,15,203,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-06,지사,전북,남원,44.4,-1.5,66.3,10,5,0,4,19,31602956,20952760,10650196,58988625,301,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-06,지사,전북,순창,49.4,-2.2,81.3,17,6,5,1,29,13180625,10715848,2464777,27115000,152,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-06,지사,전북,동진,52.8,-0.4,74,6,1,0,0,7,15994761,11836123,4158638,28021125,247,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-06,지사,전북,부안,47.8,-1.1,69.8,8,2,1,0,11,20202280,14101191,6101089,36875500,276,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-06,지사,전북,군산,52.5,-0.7,77.3,9,1,0,0,10,16016235,12380550,3635685,29477500,206,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-06,지사,전북,익산,52.1,-3.2,76.9,9,0,0,0,9,4175859,3211236,964623,7704500,209,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-06,지사,전북,전주.완주.임실,41.6,-1.2,66.1,21,7,4,5,37,81771503,54050963,27720540,162412750,284,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-06,지사,전북,고창,40.4,-1.7,58.7,16,4,5,4,29,21114272,12394078,8720194,38348013,379,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-06,지사,전북,정읍,36.7,-1.4,60.7,5,4,4,0,13,22347035,13564650,8782385,46201125,317,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-06,지사,전북,무진장,43.7,-1,70.4,31,5,2,1,39,35302790,24853165,10449625,71090288,245,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-06,본부,전남,-,43.9,-0.9,68,295,82,64,65,506,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-06,지사,전남,광주,36.2,0,57.1,8,1,2,2,13,3094371,1766886,1327485,6101125,363,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-06,지사,전남,순천.광양.여수,50.6,-1.6,62.8,20,7,1,0,28,15160421,9520744,5639677,23519625,400,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-06,지사,전남,나주,52.1,-0.8,91.3,31,3,4,3,41,68757106,62775238,5981868,150612375,66,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-06,지사,전남,담양,47.8,-1.2,76,10,1,3,1,15,61508398,46746383,14762015,122244725,201,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-06,지사,전남,곡성,32.8,-1.1,55,7,5,3,12,27,10461208,5753664,4707544,21927075,358,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-06,지사,전남,구례,44.2,-1.5,58,4,5,3,4,16,11109899,6443741,4666158,18223250,427,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-06,지사,전남,고흥,40.4,-1.1,55.5,11,11,11,4,37,17285595,9593505,7692090,29682875,432,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-06,지사,전남,보성,50.7,-1.5,63.8,13,7,1,3,24,19036618,12145362,6891256,29944188,384,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-06,지사,전남,화순,35.7,-1.2,54.7,9,2,5,7,23,19875828,10872078,9003750,38067500,394,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-06,지사,전남,장흥,46,-0.9,64.9,12,6,3,4,25,16055276,10419874,5635402,28314875,332,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-06,지사,전남,강진,50.8,-1.3,74.9,16,5,1,1,23,21069656,15781172,5288484,38831625,227,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-06,지사,전남,해남.완도,46.5,-1.4,67.2,35,7,8,8,58,27048054,18176292,8871762,48861000,303,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-06,지사,전남,영암,46.4,-0.3,73.8,24,5,4,3,36,11354155,8379367,2974788,22573725,220,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-06,지사,전남,목포.무안.신안,45.7,-1.5,67.5,36,6,3,5,50,11033220,7447423,3585797,20370414,293,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-06,지사,전남,함평,42.7,0.7,67.3,13,2,3,1,19,10122121,6812187,3309934,19942000,277,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-06,지사,전남,영광,33.4,0.3,52.2,13,4,3,4,24,18302560,9553936,8748624,35755750,408,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-06,지사,전남,장성,33.6,-0.7,54.4,22,1,3,0,26,75905859,41292787,34613072,153619000,376,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-06,지사,전남,진도,47.8,-1.7,69.5,11,4,3,3,21,9066594,6301283,2765311,16478250,280,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-06,본부,경북,-,46.4,-1.2,68.7,199,31,38,65,333,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-06,지사,경북,포항.울릉,32.8,-1.4,48.3,11,7,10,4,32,27791175,13423138,14368037,51155250,468,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-06,지사,경북,경주,25.3,-0.7,37.2,12,4,9,22,47,31696207,11790989,19905218,58255875,569,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-06,지사,경북,안동,51,-0.5,81.5,10,0,2,0,12,5651926,4606320,1045606,11290000,154,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-06,지사,경북,구미.김천,60.1,-1.7,79.8,14,0,0,0,14,14819508,11825967,2993541,24596438,203,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-06,지사,경북,영주.봉화,73,-1.1,108.7,11,0,0,0,11,18210169,19794454,0,33894613,0,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-06,지사,경북,영천,45.5,-0.2,63.1,15,4,2,11,32,15158999,9565329,5593670,26278375,355,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-06,지사,경북,상주,55.7,-2.3,81.8,18,1,0,0,19,20499439,16768541,3730898,37631375,165,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-06,지사,경북,문경,62,-2.4,85.3,6,0,0,0,6,25636673,21868082,3768591,44088875,142,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-06,지사,경북,경산.청도,42.5,-0.6,60.5,19,7,3,4,33,24949783,15094619,9855164,44395938,370,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-06,지사,경북,의성.군위,41.8,-1.2,74.2,20,0,3,7,30,17335175,12862700,4472475,38465013,194,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-06,지사,경북,청송.영양,41,-1,66.5,9,3,3,4,19,12670911,8426156,4244755,25689500,275,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-06,지사,경북,영덕.울진,46.2,-2.2,72.9,19,3,1,5,28,16735174,12199942,4535232,33008500,229,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-06,지사,경북,고령,41.8,-1.8,73.4,1,0,1,5,7,4540482,3332714,1207768,9966250,202,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-06,지사,경북,성주,43.8,-0.8,67,6,0,0,0,6,23772221,15927388,7844833,45454875,288,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-06,지사,경북,칠곡,42.8,-1.4,52.9,10,2,3,2,17,8217163,4346879,3870284,12695325,508,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-06,지사,경북,예천,70.9,-1.2,103.6,10,0,0,0,10,5799832,6008626,0,10593488,0,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-06,지사,경북,달성,49.5,-0.5,69.4,8,0,1,1,10,15218468,10561617,4656851,26670750,291,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-06,본부,경남,-,36,-1.2,49.9,90,50,57,121,318,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-06,지사,경남,김해.양산.부산,30.7,-1,47.7,1,1,2,1,5,2042097,974080,1068017,3966125,449,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-06,지사,경남,고성.통영.거제,42.2,-1.4,52.5,11,4,6,10,31,17261086,9062070,8199016,26842625,509,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-06,지사,경남,울산,36.5,-1.3,46.3,7,6,5,13,31,10875526,5035368,5840158,17244413,564,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-06,지사,경남,진주.산청,34.1,-1.2,45.5,21,9,8,19,57,28926760,13161676,15765084,48246613,545,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-06,지사,경남,의령,30.4,-1,42,2,4,2,11,19,11720648,4922672,6797976,20241250,560,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-06,지사,경남,함안,31,-1.5,46.1,2,0,2,6,10,4049098,1866634,2182464,7526750,483,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-06,지사,경남,창녕,33.2,-0.7,46.8,5,1,6,8,20,8210899,3842701,4368198,14468000,503,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-06,지사,경남,밀양,27,-1.2,36.1,4,2,2,21,29,12085006,4362687,7722319,20197625,637,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-06,지사,경남,창원,27.8,-1.3,40.2,2,2,1,8,13,9994722,4017878,5976844,18066000,551,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-06,지사,경남,사천,44.4,-1.7,58.4,11,8,2,5,26,15853613,9258510,6595103,26065625,422,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-06,지사,경남,거창.함양,45,-1.8,70.1,9,6,8,2,25,22255292,15600960,6654332,43336000,256,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-06,지사,경남,합천,36.6,-1.3,49.2,7,3,8,9,27,14545376,7156325,7389051,24441000,504,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-06,지사,경남,하동.남해,33.5,-0.9,48.4,8,4,5,8,25,34930602,16906412,18024190,63083625,476,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-06,본부,제주,-,52.1,0.2,89.3,8,0,0,2,10,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-06,지사,제주,제주본부직할,52.1,0.2,89.3,8,0,0,2,10,2226940,1988657,238283,4771250,83,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-07,전국,전국,-,49.6,-1.3,73.6,1182,218,186,285,1871,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-07,본부,경기,-,65.3,-1.7,89.8,94,3,0,0,97,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-07,지사,경기,여주.이천,67.7,-1.6,90.7,6,0,0,0,6,4689736,4253591,436145,7853750,93,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-07,지사,경기,양평.광주.서울,65.8,-1.1,82,8,0,0,0,8,4701811,3855485,846326,7324250,193,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-07,지사,경기,화성.수원,64.3,-1.2,83.5,20,0,0,0,20,15428689,12882955,2545734,25044625,169,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-07,지사,경기,연천.포천.가평,76,-1.1,93.4,11,0,0,0,11,8020116,7490788,529328,12320375,72,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-07,지사,경기,파주,72,-1.5,92,11,1,0,0,12,10935078,10060272,874806,17465750,83,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-07,지사,경기,강화.옹진,67.3,-2.8,93.3,16,1,0,0,17,21108324,19694066,1414258,36578875,64,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-07,지사,경기,김포,74.8,-5.8,95.1,1,0,0,0,1,58204,55352,2852,92500,51,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-07,지사,경기,평택,61.7,-1.9,88.2,5,0,0,0,5,23917494,21095230,2822264,42737500,110,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-07,지사,경기,안성,62.3,-1.3,91.3,16,1,0,0,17,30754501,28078859,2675642,56338000,79,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-07,본부,강원,-,72.9,-1.5,95.7,72,5,0,0,77,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-07,지사,강원,홍천.춘천,69.4,-1.1,88.1,27,2,0,0,29,23091215,20343361,2747854,36641500,125,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-07,지사,강원,원주,66.5,-1.6,82.9,15,1,0,0,16,9635762,7988047,1647715,15015125,183,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-07,지사,강원,강릉,70.3,-1.5,100.7,14,0,0,0,14,19692098,19829943,0,35259500,0,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-07,지사,강원,속초.고성.양양,70.7,-1.3,96.8,9,0,0,0,9,12097588,11710465,387123,20704500,31,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-07,지사,강원,철원.화천,81.2,-1.9,102.6,7,2,0,0,9,27752830,28474404,0,43833750,0,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-07,본부,충북,-,67.4,-1.7,94.5,132,4,0,2,138,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-07,지사,충북,청주,70.6,-0.7,90,16,0,0,1,17,22835884,20552295,2283589,36388625,105,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-07,지사,충북,보은,66,-2.1,112.6,13,1,0,0,14,21167208,23834276,0,45140675,0,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-07,지사,충북,옥천.영동,62.4,-1.5,84.3,28,2,0,1,31,16170149,13631436,2538713,27306563,155,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-07,지사,충북,진천,60.4,-1.8,95.7,9,0,0,0,9,22384827,21422279,962548,44334188,36,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-07,지사,충북,괴산.증평,64.8,-2.2,85,20,0,0,0,20,20287622,17244479,3043143,33264813,152,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-07,지사,충북,음성,73.4,-1.8,95.1,21,1,0,0,22,24479541,23280043,1199498,39645850,50,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-07,지사,충북,충주.제천.단양,74.3,-1.7,96.2,25,0,0,0,25,21058644,20258415,800229,34082125,39,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-07,본부,충남,-,58.5,-2,87.7,180,6,2,1,189,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-07,지사,충남,천안,69.1,-2.2,90,19,0,0,0,19,8826373,7943736,882637,14370000,102,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-07,지사,충남,공주,66.3,-1.9,101,12,0,0,0,12,13800411,13938415,0,26279063,0,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-07,지사,충남,보령,58.5,-2.2,84.2,19,0,0,0,19,20602838,17347590,3255248,37067500,146,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-07,지사,충남,아산,65.9,-1.1,82,17,1,0,0,18,20724907,16994424,3730483,32235250,193,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-07,지사,충남,서산.태안,56.7,-1.4,75.6,28,2,2,0,32,28858748,21817213,7041535,48097913,244,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-07,지사,충남,논산,52.1,-2.6,80.3,10,0,0,0,10,24805439,19918768,4886671,47789750,170,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-07,지사,충남,세종.대전.금산,67.2,-0.7,91,12,0,0,0,12,11226905,10216483,1010422,19003875,89,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-07,지사,충남,부여,67.1,-1.5,91.9,10,0,0,0,10,11862973,10902072,960901,20309375,79,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-07,지사,충남,서천,53.8,-2.2,84.9,8,0,0,0,8,19681295,16709419,2971876,38823000,128,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-07,지사,충남,청양,74.2,-1.8,106.6,17,0,0,1,18,17152799,18284883,0,30803375,0,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-07,지사,충남,홍성,60.4,-2.2,85.4,9,1,0,0,10,7600993,6491248,1109745,13433875,138,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-07,지사,충남,예산,51.9,-2.6,92.1,13,0,0,0,13,59522087,54819842,4702245,132032375,59,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-07,지사,충남,당진,56.1,-0.9,69.7,6,2,0,0,8,4393427,3062219,1331208,6823125,325,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-07,본부,전북,-,42.9,-1.4,66.8,129,35,23,16,203,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-07,지사,전북,남원,43.2,-1.7,64.7,10,5,0,4,19,31509225,20386469,11122756,58988625,314,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-07,지사,전북,순창,48.8,-1.2,80.7,15,6,6,2,29,13117343,10585696,2531647,27115000,156,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-07,지사,전북,동진,51.1,-1.8,72.3,6,1,0,0,7,15843756,11455036,4388720,28021125,261,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-07,지사,전북,부안,46.4,-1.8,68,8,2,1,0,11,20129685,13688186,6441499,36875500,291,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-07,지사,전북,군산,51.8,-0.7,76.9,9,1,0,0,10,15884884,12215476,3669408,29477500,207,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-07,지사,전북,익산,50.3,-3.1,74.6,9,0,0,0,9,4155886,3100291,1055595,7704500,228,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-07,지사,전북,전주.완주.임실,40.7,-1.3,65,21,8,3,5,37,81356294,52881591,28474703,162412750,292,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-07,지사,전북,고창,39,-1.9,57.2,15,5,5,4,29,20917098,11964580,8952518,38348013,389,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-07,지사,전북,정읍,35.2,-1.8,58.8,5,2,6,0,13,22126253,13010237,9116016,46201125,329,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-07,지사,전북,무진장,43.1,-1,69.8,31,5,2,1,39,35117380,24511931,10605449,71090288,249,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-07,본부,전남,-,43.3,-0.8,67.5,285,87,66,68,506,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-07,지사,전남,광주,35.5,-0.8,56.4,8,1,1,3,13,3072198,1732720,1339478,6101125,366,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-07,지사,전남,순천.광양.여수,49.2,-2.1,61.4,19,8,1,0,28,15077076,9257324,5819752,23519625,412,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-07,지사,전남,나주,51.6,-0.8,90.9,30,3,4,4,41,68396907,62172788,6224119,150612375,69,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-07,지사,전남,담양,47,-1.2,75,9,1,4,1,15,61285355,45964017,15321338,122244725,209,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-07,지사,전남,곡성,31.9,-1.2,53.9,7,4,4,12,27,10381799,5595790,4786009,21927075,364,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-07,지사,전남,구례,43.3,-1.4,56.9,4,5,3,4,16,11094084,6312534,4781550,18223250,437,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-07,지사,전남,고흥,39.3,-1.5,54.6,11,11,9,6,37,17092117,9332296,7759821,29682875,436,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-07,지사,전남,보성,49.7,-1.4,62.8,13,6,2,3,24,18958295,11905809,7052486,29944188,393,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-07,지사,전남,화순,35,-1.1,54,9,2,7,5,23,19738704,10658900,9079804,38067500,398,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-07,지사,전남,장흥,45,-0.4,64.3,11,7,2,5,25,15852807,10193355,5659452,28314875,333,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-07,지사,전남,강진,50.1,-1.2,74.3,16,4,2,1,23,20947127,15563715,5383412,38831625,231,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-07,지사,전남,해남.완도,45.7,-1.3,66.7,31,10,9,8,58,26781981,17863582,8918399,48861000,304,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-07,지사,전남,영암,45.5,-1.2,72.8,24,5,4,3,36,11286863,8216836,3070027,22573725,227,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-07,지사,전남,목포.무안.신안,44.9,-1.5,67.1,35,7,3,5,50,10904698,7317053,3587645,20370414,294,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-07,지사,전남,함평,43.3,0.9,69.1,12,4,2,1,19,9996974,6907909,3089065,19942000,258,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-07,지사,전남,영광,33.7,0.5,53.2,14,3,3,4,24,18119831,9639750,8480081,35755750,395,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-07,지사,전남,장성,33.5,-0.2,54.6,21,2,3,0,26,75402733,41169892,34232841,153619000,371,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-07,지사,전남,진도,46.8,-1.3,68.9,11,4,3,3,21,8954219,6169457,2784762,16478250,282,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-07,본부,경북,-,45.7,-1.2,67.9,194,30,42,67,333,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-07,지사,경북,포항.울릉,31.8,-1.5,47,10,5,10,7,32,27689140,13013896,14675244,51155250,478,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-07,지사,경북,경주,24.7,-0.7,36.6,12,2,11,22,47,31451806,11511361,19940445,58255875,570,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-07,지사,경북,안동,50.7,-0.5,81.4,10,0,2,0,12,5625582,4579224,1046358,11290000,154,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-07,지사,경북,구미.김천,59.5,-1.2,79.4,14,0,0,0,14,14745471,11707904,3037567,24596438,206,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-07,지사,경북,영주.봉화,72.4,-1,108.2,11,0,0,0,11,18143955,19631760,0,33894613,0,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-07,지사,경북,영천,44.8,-1.3,62.7,13,5,3,11,32,15021004,9418170,5602834,26278375,355,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-07,지사,경북,상주,54.2,-2.2,79.9,17,2,0,0,19,20421732,16316964,4104768,37631375,182,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-07,지사,경북,문경,60.3,-2.4,83.2,6,0,0,0,6,25563069,21268473,4294596,44088875,162,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-07,지사,경북,경산.청도,42.1,-0.6,60.2,20,6,3,4,33,24838126,14952552,9885574,44395938,371,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-07,지사,경북,의성.군위,41.1,-1.1,73.6,20,1,3,6,30,17183826,12647296,4536530,38465013,197,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-07,지사,경북,청송.영양,40.3,-1,65.7,9,3,3,4,19,12606233,8282295,4323938,25689500,281,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-07,지사,경북,영덕.울진,46.9,-0.5,74.5,19,2,2,5,28,16623878,12384789,4239089,33008500,214,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-07,지사,경북,고령,40.8,-1.6,71.8,1,0,1,5,7,4530618,3252984,1277634,9966250,214,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-07,지사,경북,성주,42.8,-1.3,65.9,5,1,0,0,6,23617222,15563749,8053473,45454875,295,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-07,지사,경북,칠곡,41.9,-1.3,51.8,9,3,3,2,17,8215199,4255473,3959726,12695325,520,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-07,지사,경북,예천,70.3,-1.1,102.4,10,0,0,0,10,5818142,5957777,0,10593488,0,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-07,지사,경북,달성,48.6,-1,68.5,8,0,1,1,10,15138084,10369588,4768496,26670750,298,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-07,본부,경남,-,35.5,-1,49.4,88,48,53,129,318,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-07,지사,경남,김해.양산.부산,30,-1,47,1,0,3,1,5,2025255,951870,1073385,3966125,451,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-07,지사,경남,고성.통영.거제,41.8,-0.8,52.5,11,4,6,10,31,17097474,8976174,8121300,26842625,504,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-07,지사,경남,울산,35.9,-1,45.7,8,5,4,14,31,10837189,4952595,5884594,17244413,569,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-07,지사,경남,진주.산청,33.4,-1.1,44.9,22,7,7,21,57,28711570,12891495,15820075,48246613,547,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-07,지사,경남,의령,30.1,-0.7,41,2,4,3,10,19,11888032,4874093,7013939,20241250,578,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-07,지사,경남,함안,29.8,-1.8,44.5,2,0,1,7,10,4032308,1794377,2237931,7526750,496,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-07,지사,경남,창녕,36.5,2.8,51.8,5,1,5,9,20,8155707,4224656,3931051,14468000,453,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-07,지사,경남,밀양,25.9,-1.5,34.8,3,3,0,23,29,12025712,4184948,7840764,20197625,647,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-07,지사,경남,창원,27.5,-0.7,40.1,2,2,1,8,13,9911521,3974520,5937001,18066000,548,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-07,지사,경남,사천,43.5,-1.5,57.4,11,7,2,6,26,15802853,9070838,6732015,26065625,430,-,-,-,-,-,-,-,-,-,-,-,-
